country	color	variety	taster_name
US	blanc	Riesling	Sean P. Sullivan
US	rouge	Grenache	Virginie Boone
US	blanc	Riesling	Anna Lee C. Iijima
US	rouge	Pinot Noir	Virginie Boone
US	blanc	Sauvignon Blanc	Sean P. Sullivan
US	rouge	Red Blends	Sean P. Sullivan
US	rouge	Petite Sirah	NTN
US	rouge	Zinfandel	Matt Kettmann
US	rouge	Cabernet Franc	Paul Gregutt
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Syrah	Matt Kettmann
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Pinot Noir	NTN
US	blanc	Chardonnay	Jim Gordon
US	blanc	Chardonnay	Matt Kettmann
US	blanc	Sauvignon Blanc	Jim Gordon
US	rouge	Cabernet Sauvignon	NTN
US	blanc	Riesling	Anna Lee C. Iijima
US	blanc	Sauvignon Blanc	NTN
US	blanc	Riesling	Anna Lee C. Iijima
US	blanc	Sauvignon Blanc	Virginie Boone
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Red Blend	Paul Gregutt
US	rouge	Pinot Noir	NTN
US	rouge	Petite Sirah	Virginie Boone
US	rouge	Barbera	NTN
US	blanc	Chardonnay	NTN
US	rouge	Merlot	Paul Gregutt
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Malbec	Sean P. Sullivan
US	blanc	Chardonnay	NTN
US	rouge	Pinot Noir	Virginie Boone
US	blanc	Rhône-style White Blend	Matt Kettmann
US	rouge	Syrah	Sean P. Sullivan
US	rouge	Merlot	NTN
US	blanc	Chardonnay	NTN
US	blanc	Chardonnay	Sean P. Sullivan
US	rouge	Red Blend	NTN
US	rouge	Primitivo	Jim Gordon
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Pinot Noir	NTN
US	rouge	Zinfandel	Virginie Boone
US	blanc	Chardonnay	Virginie Boone
US	rouge	Zinfandel	Virginie Boone
US	blanc	Sauvignon Blanc	Alexander Peartree
US	rouge	Cabernet Sauvignon	Anna Lee C. Iijima
US	rouge	Grenache	Sean P. Sullivan
US	blanc	Riesling	Anna Lee C. Iijima
US	blanc	Pinot Gris	Virginie Boone
US	blanc	Viognier	Sean P. Sullivan
US	blanc	Chardonnay	Virginie Boone
US	rouge	Barbera	NTN
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Malbec	Sean P. Sullivan
US	blanc	Chardonnay	NTN
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Rhône-style Red Blend	Matt Kettmann
US	blanc	Riesling	Anna Lee C. Iijima
US	rouge	Rhône-style Red Blend	Matt Kettmann
US	rouge	Cabernet Franc	NTN
US	blanc	Chardonnay	Matt Kettmann
US	rouge	Syrah	Paul Gregutt
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Red Blend	NTN
US	blanc	Chardonnay	Matt Kettmann
US	rouge	Red Blends	Jim Gordon
US	rouge	Red Blend	Virginie Boone
US	rouge	Pinot Noir	Matt Kettmann
US	rouge	Merlot	NTN
US	rouge	Cabernet Sauvignon	Paul Gregutt
US	blanc	Riesling	Paul Gregutt
US	rouge	Rhône-style Red Blend	Matt Kettmann
US	rouge	Cabernet Sauvignon	NTN
US	blanc	Viognier	NTN
US	rouge	Meritage	Matt Kettmann
US	blanc	Pinot Gris	Paul Gregutt
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Merlot	Matt Kettmann
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Pinot Noir	Matt Kettmann
US	rouge	Cabernet Sauvignon-Petite Sirah	Jim Gordon
US	rouge	Merlot	Sean P. Sullivan
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Petite Sirah	NTN
US	blanc	Chardonnay	NTN
US	rouge	Petit Verdot	Anna Lee C. Iijima
US	rouge	Syrah	Jim Gordon
US	rouge	Cabernet Sauvignon	Jim Gordon
US	rouge	Zinfandel	Jim Gordon
US	rouge	Merlot	Paul Gregutt
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Pinot Noir	Jim Gordon
US	rouge	Pinot Noir	Paul Gregutt
US	blanc	Viognier	Sean P. Sullivan
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Red Blends	Matt Kettmann
US	blanc	Chardonnay	Virginie Boone
US	blanc	Sparkling Blend	NTN
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Pinot Noir	Virginie Boone
US	blanc	Chardonnay	Matt Kettmann
US	rosé	Rosé	Alexander Peartree
US	blanc	Chardonnay	Sean P. Sullivan
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Pinot Noir	NTN
US	blanc	White Blend	NTN
US	rosé	Rosé	Sean P. Sullivan
US	rouge	Pinot Noir	Matt Kettmann
US	blanc	Chardonnay	Paul Gregutt
US	rosé	Rosé	NTN
US	rosé	Rosé	Virginie Boone
US	blanc	Chardonnay	NTN
US	rouge	Cabernet Sauvignon	Paul Gregutt
US	rouge	Tempranillo	Matt Kettmann
US	rouge	Bordeaux-style Red Blend	Sean P. Sullivan
US	rouge	Red Blend	Virginie Boone
US	blanc	Chardonnay	Virginie Boone
US	blanc	Rhône-style White Blend	Matt Kettmann
US	blanc	Pinot Gris	Paul Gregutt
US	rouge	Syrah	NTN
US	rouge	Syrah	Jim Gordon
US	blanc	Riesling	Anna Lee C. Iijima
US	blanc	Chardonnay	Matt Kettmann
US	rouge	Meritage	Matt Kettmann
US	rouge	Zinfandel	Jim Gordon
US	blanc	Chardonnay	Paul Gregutt
US	rouge	Pinot Noir	Matt Kettmann
US	blanc	Sparkling Blend	Jim Gordon
US	blanc	Pinot Gris	NTN
US	rouge	Pinot Noir	Matt Kettmann
US	rouge	Red Blends	Matt Kettmann
US	rouge	Red Blend	NTN
US	rouge	Pinot Noir	Jim Gordon
US	blanc	Chardonnay	Sean P. Sullivan
US	rouge	Pinot Noir	Jim Gordon
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Zinfandel	Matt Kettmann
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Zinfandel	NTN
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Pinot Noir	Matt Kettmann
US	rouge	Cabernet Sauvignon-Syrah	NTN
US	rouge	Red Blends	Matt Kettmann
US	rouge	Pinot Noir	Matt Kettmann
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Rhône-style Red Blend	Matt Kettmann
US	blanc	Tocai Friulano	Anna Lee C. Iijima
US	rouge	Zinfandel	NTN
US	rouge	Red Blend	NTN
US	rouge	Merlot	Virginie Boone
US	rouge	Cabernet Sauvignon-Merlot	Paul Gregutt
US	rouge	Pinot Noir	Virginie Boone
US	blanc	Chardonnay	Virginie Boone
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Cabernet Sauvignon	Sean P. Sullivan
US	blanc	Chardonnay	Sean P. Sullivan
US	rouge	Garnacha	Matt Kettmann
US	rouge	Bordeaux-style Red Blend	Anna Lee C. Iijima
US	rouge	Pinot Noir	Matt Kettmann
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Pinot Noir	NTN
US	blanc	Chardonnay	NTN
US	rouge	Cabernet Sauvignon	Paul Gregutt
US	rouge	Zinfandel	Virginie Boone
US	rouge	Cabernet Franc	Matt Kettmann
US	rouge	Red Blend	Paul Gregutt
US	blanc	Sauvignon Blanc	NTN
US	rouge	Pinot Noir	NTN
US	blanc	White Blend	Paul Gregutt
US	blanc	Pinot Gris	Paul Gregutt
US	rosé	Claret	Paul Gregutt
US	rouge	Barbera	Jim Gordon
US	blanc	Riesling	Virginie Boone
US	rouge	Petite Sirah	Virginie Boone
US	blanc	Viognier	Jim Gordon
US	rouge	Tempranillo	Matt Kettmann
US	blanc	Sauvignon Blanc	Jim Gordon
US	rouge	Red Blend	Jim Gordon
US	rouge	Syrah	NTN
US	rouge	Cabernet Franc-Merlot	Matt Kettmann
US	rouge	Cabernet Sauvignon	Sean P. Sullivan
US	rouge	Cabernet Sauvignon	Matt Kettmann
US	blanc	White Blend	Paul Gregutt
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Pinot Noir	Paul Gregutt
US	blanc	Moscato	Jim Gordon
US	rouge	Syrah	Matt Kettmann
US	rouge	Red Blends	Sean P. Sullivan
US	blanc	Chardonnay	NTN
US	rouge	Pinot Noir	Jim Gordon
US	rouge	Tempranillo	Fiona Adams
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Zinfandel	NTN
US	rouge	Cabernet Sauvignon	Matt Kettmann
US	rouge	G-S-M	Paul Gregutt
US	rosé	Rosé	Sean P. Sullivan
US	rouge	Malbec	Paul Gregutt
US	rouge	Cabernet Sauvignon	NTN
US	blanc	Chardonnay	Virginie Boone
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Saperavi	Anna Lee C. Iijima
US	rouge	Cabernet Sauvignon-Syrah	Sean P. Sullivan
US	blanc	Viognier	Paul Gregutt
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Petite Sirah	Jim Gordon
US	rouge	Syrah	Matt Kettmann
US	blanc	Chardonnay	Virginie Boone
US	rouge	Syrah	Paul Gregutt
US	rouge	Merlot	Sean P. Sullivan
US	rouge	Merlot	Jim Gordon
US	blanc	Chardonnay	Jim Gordon
US	blanc	Chardonnay	Virginie Boone
US	blanc	Sauvignon Blanc	NTN
US	rouge	Syrah	Paul Gregutt
US	rouge	Syrah	NTN
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Pinot Noir	NTN
US	rouge	Malbec	Jim Gordon
US	rouge	Cabernet Franc	Anna Lee C. Iijima
US	rouge	Pinot Noir	Anna Lee C. Iijima
US	rouge	Syrah	Jim Gordon
US	blanc	Chardonnay	NTN
US	rouge	Red Blend	Paul Gregutt
US	rouge	Merlot	Matt Kettmann
US	rouge	Pinot Noir	NTN
US	rouge	Pinot Noir	Virginie Boone
US	blanc	Chardonnay	Sean P. Sullivan
US	blanc	Sauvignon Blanc	Jim Gordon
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Red Blend	Matt Kettmann
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Cabernet Sauvignon	Jim Gordon
US	blanc	Chardonnay	NTN
US	blanc	Chardonnay	Virginie Boone
US	rouge	Syrah	Jim Gordon
US	rouge	Pinot Noir	Matt Kettmann
US	rouge	Cabernet Sauvignon	Paul Gregutt
US	rouge	Cabernet Sauvignon	NTN
US	blanc	Riesling	Paul Gregutt
US	blanc	Sauvignon Blanc	Virginie Boone
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Merlot	Matt Kettmann
US	blanc	Pinot Gris	Paul Gregutt
US	blanc	Sauvignon Blanc	Jim Gordon
US	blanc	Sparkling Blend	Jim Gordon
US	blanc	Chardonnay	Virginie Boone
US	blanc	White Blend	Jim Gordon
US	blanc	Sauvignon Blanc	NTN
US	rouge	Pinot Noir	Virginie Boone
US	rouge	Pinot Noir	NTN
US	rouge	Pinot Noir	Matt Kettmann
US	blanc	Sauvignon Blanc	Matt Kettmann
US	blanc	Chardonnay	Matt Kettmann
US	rouge	Petite Sirah	NTN
US	blanc	Chardonnay	Matt Kettmann
US	rouge	Cabernet Sauvignon	Virginie Boone
US	blanc	Chardonnay	NTN
US	rouge	Cabernet Sauvignon	NTN
US	blanc	Riesling	Alexander Peartree
US	rouge	Cabernet Sauvignon	NTN
US	blanc	Viognier	Jim Gordon
US	rouge	Pinot Noir	Virginie Boone
US	blanc	Vermentino	NTN
US	rouge	Sangiovese	NTN
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Zinfandel	Jim Gordon
US	blanc	Albariño	Virginie Boone
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Pinot Noir	NTN
US	rouge	Mourvèdre	Matt Kettmann
US	blanc	Riesling	Anna Lee C. Iijima
US	rouge	Cabernet Sauvignon	Virginie Boone
US	rouge	Merlot	Fiona Adams
US	rouge	Zinfandel	NTN
US	blanc	Pinot Grigio	Jim Gordon
US	blanc	Chardonnay	NTN
US	blanc	White Blend	Paul Gregutt
US	rouge	Red Blend	NTN
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Syrah	NTN
US	blanc	Chardonnay	NTN
US	rouge	Pinot Noir	Paul Gregutt
US	blanc	Pinot Grigio	Matt Kettmann
US	rouge	Cabernet Sauvignon	Matt Kettmann
US	blanc	Chardonnay	NTN
US	rouge	Merlot-Cabernet Sauvignon	Jim Gordon
US	blanc	Sparkling Blend	NTN
US	rouge	Pinot Noir	NTN
US	rouge	Syrah	NTN
US	rouge	Syrah	Paul Gregutt
US	blanc	Pinot Gris	Paul Gregutt
US	rouge	Red Blend	Alexander Peartree
US	rouge	Zinfandel	Virginie Boone
US	rouge	Pinot Noir	NTN
US	rouge	Pinot Noir	Matt Kettmann
US	rouge	Barbera	Paul Gregutt
US	rouge	Petit Verdot	Jim Gordon
US	rouge	Red Blend	Virginie Boone
US	rouge	Sangiovese	Paul Gregutt
US	blanc	Pinot Gris	Sean P. Sullivan
US	rouge	Cabernet Franc	Sean P. Sullivan
US	rosé	Rosé	Jim Gordon
US	rouge	Cabernet Sauvignon	NTN
US	rouge	Bordeaux-style Red Blend	Sean P. Sullivan
US	blanc	Chardonnay	Paul Gregutt
US	rouge	Pinot Noir	Paul Gregutt
US	blanc	Chardonnay	Sean P. Sullivan
US	blanc	Chardonnay	NTN
US	rouge	Syrah	NTN
US	rouge	Red Blend	Paul Gregutt
US	rouge	Cabernet Sauvignon	NTN
US	rouge	G-S-M	Virginie Boone
US	blanc	Riesling	Paul Gregutt
US	rouge	Cabernet Sauvignon	NTN
US	blanc	Chardonnay	Paul Gregutt
US	blanc	Sauvignon Blanc	Sean P. Sullivan
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Syrah	Sean P. Sullivan
US	blanc	Riesling	Paul Gregutt
US	rouge	Pinot Noir	Paul Gregutt
US	rouge	Pinot Noir	NTN
US	blanc	Chardonnay	NTN
US	blanc	Riesling	Sean P. Sullivan
US	blanc	Chardonnay	NTN
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rouge	Gamay	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rosé	Champagne Blend	Roger Voss
France	rouge	Pinot Noir	Roger Voss
France	blanc	Melon	Roger Voss
France	blanc	Jacquère	Roger Voss
France	blanc	White Blend	Roger Voss
France	rosé	Champagne Blend	Roger Voss
France	rouge	Gamay	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Sparkling Blend	Roger Voss
France	blanc	Gewürztraminer	Anne Krebiehl MW
France	blanc	Chardonnay	Roger Voss
France	rouge	Pinot Noir	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Gamay	Roger Voss
France	rouge	Gamay	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Rhône-style White Blend	Anna Lee C. Iijima
France	blanc	Sparkling Blend	Lauren Buzzeo
France	rosé	Rosé	Roger Voss
France	blanc	Gewürztraminer	Anne Krebiehl MW
France	blanc	Gewürztraminer	Anne Krebiehl MW
France	rouge	Gamay	Roger Voss
France	blanc	Pinot Blanc	Anne Krebiehl MW
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rosé	Rosé	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Syrah	Anna Lee C. Iijima
France	blanc	Rhône-style White Blend	Anna Lee C. Iijima
France	blanc	Chardonnay	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Gamay	Roger Voss
France	blanc	Bordeaux-style White Blend	Roger Voss
France	rouge	Pinot Noir	Anne Krebiehl MW
France	rouge	Mourvèdre	Anna Lee C. Iijima
France	blanc	Chardonnay	Roger Voss
France	blanc	Rhône-style White Blend	Joe Czerwinski
France	rouge	Gamay	Roger Voss
France	blanc	Bordeaux-style White Blend	Roger Voss
France	blanc	Sauvignon Blanc	Roger Voss
France	rosé	Champagne Blend	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rouge	Pinot Noir	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rosé	Rosé	Roger Voss
France	blanc	Bordeaux-style White Blend	Roger Voss
France	blanc	Sauvignon Blanc	Roger Voss
France	rosé	Rosé	Roger Voss
France	rosé	Rosé	Roger Voss
France	rosé	Champagne Blend	Roger Voss
France	blanc	Melon	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	blanc	Chenin Blanc-Chardonnay	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	blanc	Rhône-style White Blend	Joe Czerwinski
France	rouge	Pinot Noir	Roger Voss
France	rosé	Champagne Blend	Roger Voss
France	blanc	Riesling	Anne Krebiehl MW
France	blanc	Chardonnay	Roger Voss
France	blanc	Bordeaux-style White Blend	Roger Voss
France	blanc	Riesling	Anne Krebiehl MW
France	blanc	Sylvaner	Anne Krebiehl MW
France	rouge	Rhône-style Red Blend	Joe Czerwinski
France	blanc	Riesling	Anne Krebiehl MW
France	blanc	Sauvignon Blanc	Roger Voss
France	rosé	Rosé	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rosé	Rosé	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Rhône-style Red Blend	Joe Czerwinski
France	blanc	Gros and Petit Manseng	Roger Voss
France	blanc	Riesling	NTN
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Riesling	Anne Krebiehl MW
France	blanc	Sauvignon Blanc	Roger Voss
France	rouge	Malbec	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Chenin Blanc	Roger Voss
France	blanc	Riesling	Anne Krebiehl MW
France	blanc	Chardonnay	Roger Voss
France	rouge	Pinot Noir	Roger Voss
France	rosé	Champagne Blend	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Rhône-style Red Blend	Anna Lee C. Iijima
France	rosé	Rosé	Roger Voss
France	blanc	Sauvignon Blanc	Roger Voss
France	rouge	Cabernet Franc	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Bordeaux-style White Blend	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Bordeaux-style White Blend	Roger Voss
France	blanc	Riesling	Anne Krebiehl MW
France	rouge	Pinot Noir	Anne Krebiehl MW
France	blanc	Chardonnay	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Pinot Noir	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rosé	Rosé	Roger Voss
France	rosé	Champagne Blend	Roger Voss
France	rouge	Red Blend	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rouge	Pinot Noir-Gamay	Roger Voss
France	rosé	Rosé	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rosé	Rosé	Roger Voss
France	rosé	Rosé	Roger Voss
France	rosé	Rosé	Roger Voss
France	rouge	Pinot Noir	Roger Voss
France	rouge	Gamay	Roger Voss
France	blanc	Sauvignon Blanc	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Sauvignon Blanc	Roger Voss
France	rosé	Rosé	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rosé	Rosé	Roger Voss
France	rouge	Pinot Noir	Roger Voss
France	rouge	Cabernet Sauvignon	Lauren Buzzeo
France	rouge	Gamay	Roger Voss
France	rouge	Gamay	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rouge	Malbec	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	blanc	Chardonnay	Roger Voss
France	rouge	Bordeaux-style Red Blend	Roger Voss
France	rosé	Rosé	Roger Voss
