country	color	variety	taster_name
US	rouge	zinfandel	Matt Kettmann
US	blanc	chardonnay	Matt Kettmann
US	rouge	pinot noir	NTN
US	rouge	pinot noir	Paul Gregutt
US	rouge	pinot noir	Virginie Boone
US	rouge	merlot	Virginie Boone
US	rouge	pinot noir	Matt Kettmann
US	blanc	chardonnay	Matt Kettmann
US	rouge	pinot noir	NTN
US	rouge	petit verdot	NTN
US	blanc	riesling	Paul Gregutt
US	rouge	bordeaux-style red blend	Paul Gregutt
US	blanc	chardonnay	Alexander Peartree
US	rouge	bordeaux-style red blend	NTN
US	blanc	roussanne	Paul Gregutt
US	rouge	cabernet sauvignon	Jim Gordon
US	blanc	syrah-viognier	Alexander Peartree
US	rouge	cabernet sauvignon	NTN
US	rouge	petite sirah	Paul Gregutt
US	rouge	red blend	Paul Gregutt
US	rouge	red blend	Matt Kettmann
US	rouge	pinot noir	Virginie Boone
US	blanc	chardonnay	Virginie Boone
US	rouge	merlot	Matt Kettmann
US	blanc	white blend	Jim Gordon
US	rouge	pinot noir	Virginie Boone
US	blanc	pinot blanc	Paul Gregutt
US	rouge	red blend	NTN
US	rouge	cabernet franc	Anna Lee C. Iijima
US	rouge	syrah	Sean P. Sullivan
US	blanc	riesling	Anna Lee C. Iijima
US	rouge	pinot noir	Virginie Boone
US	rouge	counoise	Matt Kettmann
US	rouge	pinot noir	Virginie Boone
US	rouge	petite sirah	Jim Gordon
US	rouge	cabernet sauvignon	Virginie Boone
US	rouge	cabernet sauvignon	NTN
US	rouge	syrah	Paul Gregutt
US	rouge	syrah	Matt Kettmann
US	blanc	pinot gris	Virginie Boone
US	rouge	cabernet sauvignon	Paul Gregutt
US	rouge	cabernet sauvignon	Paul Gregutt
US	rouge	pinot noir	Matt Kettmann
US	blanc	chardonnay	Sean P. Sullivan
US	rouge	syrah	NTN
US	rouge	pinot noir	Matt Kettmann
US	rouge	syrah	Paul Gregutt
US	rouge	syrah	NTN
US	rouge	cabernet sauvignon	Virginie Boone
US	blanc	sauvignon blanc	Matt Kettmann
US	blanc	chenin blanc	Paul Gregutt
US	rouge	syrah	Matt Kettmann
US	rouge	syrah	Paul Gregutt
US	rouge	red blend	Sean P. Sullivan
US	rosé	rosé	Sean P. Sullivan
US	blanc	chardonnay	NTN
US	blanc	sparkling blend	Virginie Boone
US	blanc	sauvignon blanc	NTN
US	blanc	sémillon	Paul Gregutt
US	blanc	sauvignon blanc	Carrie Dykes
US	blanc	rhône-style white blend	Matt Kettmann
US	rouge	pinot noir	Jim Gordon
US	rouge	pinot noir	Matt Kettmann
US	rouge	red blends	Jim Gordon
US	rouge	zinfandel	Matt Kettmann
US	rouge	pinot noir	NTN
US	rouge	red blend	Matt Kettmann
US	rouge	pinot noir	NTN
US	blanc	pinot gris	Paul Gregutt
US	rouge	zinfandel	Virginie Boone
US	rouge	petit verdot	Matt Kettmann
US	rouge	syrah	NTN
US	rouge	nebbiolo	Sean P. Sullivan
US	blanc	chardonnay	Matt Kettmann
US	blanc	chardonnay	Matt Kettmann
US	rouge	red blends	Paul Gregutt
US	rouge	pinot noir	Matt Kettmann
US	rouge	mourvèdre	Fiona Adams
US	rouge	bordeaux-style red blend	Matt Kettmann
US	blanc	chardonnay	Matt Kettmann
US	blanc	chardonnay	Matt Kettmann
US	rouge	sangiovese	Paul Gregutt
US	blanc	chardonnay	Sean P. Sullivan
US	rouge	cabernet sauvignon	Jim Gordon
US	rouge	pinot noir	NTN
US	rouge	pinot noir	Virginie Boone
US	rouge	pinot noir	Paul Gregutt
US	rosé	rosé	NTN
US	blanc	chardonnay	NTN
US	rouge	cabernet sauvignon	NTN
US	blanc	viognier	Paul Gregutt
US	blanc	sauvignon blanc	Sean P. Sullivan
US	rouge	cabernet sauvignon	NTN
US	rouge	pinot noir	Matt Kettmann
US	rouge	pinot noir	Jim Gordon
US	blanc	riesling	Paul Gregutt
US	rouge	cabernet sauvignon	Virginie Boone
US	rosé	rosé	Paul Gregutt
US	rouge	pinot noir	Paul Gregutt
US	rosé	rosé	Alexander Peartree
US	rouge	cabernet sauvignon	NTN
US	rouge	cabernet sauvignon	Virginie Boone
US	rouge	carmenère	Sean P. Sullivan
US	rouge	pinot noir	Paul Gregutt
US	blanc	sauvignon blanc	Paul Gregutt
US	blanc	riesling	NTN
US	blanc	roussanne	Sean P. Sullivan
US	rouge	syrah	Virginie Boone
US	rouge	cabernet sauvignon	Virginie Boone
US	rouge	merlot	NTN
US	rouge	syrah	Matt Kettmann
US	rouge	cabernet sauvignon	Virginie Boone
US	rouge	pinot noir	Paul Gregutt
US	rouge	pinot noir	Paul Gregutt
US	blanc	sauvignon blanc	Matt Kettmann
US	rouge	cabernet sauvignon-merlot	Matt Kettmann
US	rouge	bordeaux-style red blend	Matt Kettmann
US	rouge	pinot noir	Virginie Boone
US	blanc	chardonnay	Virginie Boone
US	rouge	grenache	Matt Kettmann
US	rouge	pinot noir	Jim Gordon
US	rouge	cabernet sauvignon	Jim Gordon
US	rouge	cabernet sauvignon	NTN
US	blanc	chardonnay	Virginie Boone
US	rouge	grenache	Sean P. Sullivan
US	blanc	moscato	Jim Gordon
US	blanc	viognier	NTN
US	rouge	malbec	Sean P. Sullivan
US	blanc	chardonnay	Anna Lee C. Iijima
US	rouge	cabernet sauvignon	Virginie Boone
US	blanc	white blend	Virginie Boone
US	rouge	zinfandel	Jim Gordon
US	rouge	syrah	Paul Gregutt
US	blanc	chardonnay	Virginie Boone
US	rouge	petit verdot	NTN
US	rouge	rhône-style red blend	NTN
US	rouge	syrah	Sean P. Sullivan
US	rouge	pinot noir	NTN
US	blanc	sauvignon blanc	Jim Gordon
US	rouge	cabernet blend	Paul Gregutt
US	rouge	chambourcin	NTN
US	blanc	roussanne-viognier	Virginie Boone
US	rouge	cabernet sauvignon	Joe Czerwinski
US	rouge	pinot noir	Virginie Boone
US	blanc	white riesling	Paul Gregutt
US	rouge	grenache	Matt Kettmann
US	rouge	sangiovese	Virginie Boone
US	rouge	merlot	Paul Gregutt
US	blanc	sauvignon blanc	Virginie Boone
US	rouge	pinot noir	Paul Gregutt
US	rouge	pinot noir	Matt Kettmann
US	rouge	zinfandel	Virginie Boone
US	rouge	lemberger	Anna Lee C. Iijima
US	rouge	zinfandel	Paul Gregutt
US	rouge	syrah	NTN
US	blanc	sauvignon blanc	Virginie Boone
US	rouge	red blend	Virginie Boone
US	rouge	petite sirah	Virginie Boone
US	rouge	malbec	Sean P. Sullivan
US	rouge	cabernet sauvignon	Virginie Boone
US	rouge	merlot	NTN
US	rouge	pinot noir	Paul Gregutt
US	rouge	bordeaux-style red blend	NTN
US	blanc	chardonnay	NTN
US	rosé	rosé	Sean P. Sullivan
US	rouge	syrah	Matt Kettmann
US	blanc	pinot blanc-viognier	Virginie Boone
US	blanc	chardonnay	Paul Gregutt
US	rouge	merlot	Paul Gregutt
US	rosé	rosé	Paul Gregutt
US	rouge	red blend	NTN
US	rouge	malbec	Sean P. Sullivan
US	rouge	syrah	Matt Kettmann
US	rouge	zinfandel	NTN
US	rouge	cabernet sauvignon	Paul Gregutt
US	blanc	white blend	NTN
US	rouge	pinot noir	Matt Kettmann
US	blanc	sauvignon blanc	Virginie Boone
US	rouge	pinot noir	Paul Gregutt
US	rouge	merlot	Jim Gordon
US	blanc	muscat	Paul Gregutt
US	rouge	bordeaux-style red blend	Sean P. Sullivan
US	rouge	malbec	Paul Gregutt
US	blanc	sauvignon blanc	Virginie Boone
US	rouge	petite sirah	NTN
US	rouge	mourvèdre	Sean P. Sullivan
US	rouge	cabernet sauvignon	Matt Kettmann
US	rouge	merlot	Jim Gordon
US	rouge	syrah	Matt Kettmann
US	blanc	rhône-style white blend	Paul Gregutt
US	rouge	cabernet sauvignon	NTN
US	blanc	viognier	Paul Gregutt
US	rouge	pinot noir	NTN
US	blanc	white blend	Paul Gregutt
US	blanc	muscat	Paul Gregutt
US	blanc	pinot grigio	Jim Gordon
US	rouge	bordeaux-style red blend	Sean P. Sullivan
US	blanc	riesling	Anna Lee C. Iijima
US	blanc	chardonnay	Virginie Boone
US	blanc	chardonnay	Virginie Boone
US	blanc	viognier	Matt Kettmann
US	blanc	chardonnay	Jim Gordon
US	rouge	cabernet sauvignon	Sean P. Sullivan
US	rouge	pinot noir	Jim Gordon
US	rouge	pinot noir	Virginie Boone
US	rouge	pinot noir	Matt Kettmann
US	blanc	rhône-style white blend	Matt Kettmann
US	blanc	chardonnay	Paul Gregutt
US	rouge	cabernet franc	Carrie Dykes
US	rouge	zinfandel	Virginie Boone
US	rosé	rosé	Matt Kettmann
US	rouge	cabernet sauvignon	NTN
US	rouge	cabernet sauvignon	Matt Kettmann
US	blanc	chardonnay	Sean P. Sullivan
US	rouge	pinot noir	Virginie Boone
US	blanc	viognier	Virginie Boone
US	rouge	cabernet sauvignon	Virginie Boone
US	rouge	tempranillo	Sean P. Sullivan
US	blanc	chardonnay	NTN
US	rouge	pinot noir	NTN
US	rouge	red blends	Matt Kettmann
US	rouge	cabernet sauvignon	Sean P. Sullivan
US	rouge	red blends	Virginie Boone
US	rouge	pinot noir	NTN
US	rouge	pinot meunier	NTN
US	blanc	chardonnay	Virginie Boone
US	rouge	cabernet franc	Jim Gordon
US	rouge	pinot noir	Paul Gregutt
US	rouge	bordeaux-style red blend	Virginie Boone
US	rouge	syrah	Matt Kettmann
US	rouge	rhône-style red blend	Virginie Boone
US	rouge	petite sirah	Jim Gordon
US	rouge	cabernet sauvignon	NTN
US	rouge	cabernet sauvignon	Jim Gordon
US	rouge	pinot noir	NTN
US	rosé	rosé	Jim Gordon
US	blanc	riesling	Sean P. Sullivan
US	blanc	albariño	Paul Gregutt
US	blanc	sauvignon blanc	Virginie Boone
US	rouge	cabernet franc	Virginie Boone
US	blanc	riesling	Anna Lee C. Iijima
US	blanc	chardonnay	Paul Gregutt
US	rouge	cabernet sauvignon	Sean P. Sullivan
US	blanc	sauvignon blanc	Virginie Boone
US	blanc	rhône-style white blend	Matt Kettmann
France	blanc	pinot gris	NTN
France	rouge	gamay	Roger Voss
France	rosé	rosé	Roger Voss
France	rosé	champagne blend	Roger Voss
France	rosé	rosé	Roger Voss
France	rosé	champagne blend	Roger Voss
France	rouge	gamay	Roger Voss
France	blanc	viognier	Joe Czerwinski
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	gamay	Roger Voss
France	rouge	syrah	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	rhône-style white blend	Joe Czerwinski
France	rosé	champagne blend	Roger Voss
France	rosé	rosé	Roger Voss
France	blanc	gewürztraminer	Roger Voss
France	blanc	chenin blanc	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	rouge	pinot noir	Roger Voss
France	blanc	chenin blanc	Roger Voss
France	rouge	tannat-merlot	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	rosé	champagne blend	Roger Voss
France	rosé	rosé	Roger Voss
France	rosé	champagne blend	Roger Voss
France	rosé	rosé	Anna Lee C. Iijima
France	rouge	rhône-style red blend	Joe Czerwinski
France	blanc	riesling	Anne Krebiehl MW
France	blanc	sauvignon blanc	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	riesling	Anne Krebiehl MW
France	rouge	pinot noir	Anne Krebiehl MW
France	rouge	gamay	Roger Voss
France	rouge	provence red blend	Roger Voss
France	rouge	pinot noir	Anne Krebiehl MW
France	blanc	riesling	Anne Krebiehl MW
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	gros and petit manseng	Roger Voss
France	rouge	pinot noir	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	blanc	sauvignon blanc	NTN
France	blanc	chardonnay	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	chardonnay	Lauren Buzzeo
France	rouge	cabernet franc	Roger Voss
France	rouge	gamay	Roger Voss
France	rouge	rhône-style red blend	Anna Lee C. Iijima
France	blanc	chardonnay	Roger Voss
France	blanc	riesling	Anne Krebiehl MW
France	rouge	gamay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	sémillon	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	gamay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	white blend	Roger Voss
France	rouge	red blend	Joe Czerwinski
France	rouge	pinot noir	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	rhône-style white blend	Anna Lee C. Iijima
France	rouge	pinot noir	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	rosé	rosé	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	riesling	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	white blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rosé	rosé	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	braucol	Roger Voss
France	blanc	riesling	Anne Krebiehl MW
France	blanc	white blend	Roger Voss
France	blanc	chardonnay	Anne Krebiehl MW
France	blanc	gewürztraminer	Roger Voss
France	rouge	syrah-pinot noir	Lauren Buzzeo
France	rouge	grenache-syrah	Anna Lee C. Iijima
France	rosé	rosé	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	pinot blanc	Anne Krebiehl MW
France	blanc	chenin blanc	Roger Voss
France	rouge	gamay	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	rouge	malbec-merlot	Roger Voss
France	blanc	rhône-style white blend	Anna Lee C. Iijima
France	blanc	sauvignon blanc	Roger Voss
France	rouge	provence red blend	Roger Voss
France	blanc	riesling	Anne Krebiehl MW
France	blanc	chardonnay	Roger Voss
France	blanc	gewürztraminer	Anne Krebiehl MW
France	blanc	melon de bourgogne	Roger Voss
France	blanc	chenin blanc	Roger Voss
France	rouge	cabernet sauvignon	Roger Voss
France	rouge	pinot noir	Roger Voss
France	blanc	alsace white blend	Anne Krebiehl MW
France	rosé	rosé	Roger Voss
France	rosé	rosé	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	rhône-style white blend	Anna Lee C. Iijima
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	rhône-style red blend	Anna Lee C. Iijima
France	rouge	gamay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	grenache	Anna Lee C. Iijima
France	rouge	gamay	Roger Voss
France	rosé	champagne blend	Roger Voss
France	rosé	rosé	Roger Voss
France	rouge	cabernet sauvignon	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	rhône-style red blend	Anna Lee C. Iijima
France	blanc	alsace white blend	Anne Krebiehl MW
France	rosé	champagne blend	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	rouge	gamay	Roger Voss
France	blanc	pinot gris	Anne Krebiehl MW
France	blanc	chenin blanc	Roger Voss
France	rosé	rosé	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	rhône-style red blend	Joe Czerwinski
France	blanc	bordeaux-style white blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	rouge	grenache	Anna Lee C. Iijima
France	blanc	chardonnay	Lauren Buzzeo
France	rouge	pinot noir	Roger Voss
France	rouge	provence red blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	gamay	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	gamay	Roger Voss
France	rosé	rosé	Lauren Buzzeo
France	blanc	white blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rosé	champagne blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	riesling	NTN
France	rouge	pinot noir	Roger Voss
France	rouge	pinot noir	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rosé	champagne blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	rhône-style white blend	Anna Lee C. Iijima
France	rouge	pinot noir	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	riesling	Anne Krebiehl MW
France	blanc	sauvignon blanc	Roger Voss
France	rosé	rosé	Roger Voss
France	blanc	savagnin	Roger Voss
France	rouge	pinot noir	Roger Voss
France	rouge	tannat-cabernet franc	Roger Voss
France	rouge	merlot	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	gamay	Roger Voss
France	blanc	pinot gris	Anne Krebiehl MW
France	blanc	sparkling blend	Anne Krebiehl MW
France	blanc	chardonnay	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	rhône-style red blend	Lauren Buzzeo
France	rouge	abouriou	Roger Voss
France	rosé	rosé	Roger Voss
France	blanc	white blend	Roger Voss
France	blanc	gewürztraminer	Anne Krebiehl MW
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	sylvaner	Anne Krebiehl MW
France	rouge	pinot noir	Roger Voss
France	rouge	cabernet sauvignon	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	merlot	Roger Voss
France	rouge	gamay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rosé	rosé	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	rouge	gamay	Roger Voss
France	blanc	riesling	Anne Krebiehl MW
France	blanc	sauvignon blanc	Roger Voss
France	rosé	rosé	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rosé	rosé	Roger Voss
France	blanc	bordeaux-style white blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	rhône-style red blend	Anna Lee C. Iijima
France	rosé	rosé	Roger Voss
France	rosé	rosé	Anna Lee C. Iijima
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	pinot blanc	Anne Krebiehl MW
France	blanc	white blend	Roger Voss
France	rouge	rhône-style red blend	Joe Czerwinski
France	rosé	rosé	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rosé	rosé	Lauren Buzzeo
France	rosé	rosé	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	pinot noir	Anne Krebiehl MW
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	sylvaner	Anne Krebiehl MW
France	rouge	malbec	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	rhône-style white blend	Anna Lee C. Iijima
France	rouge	syrah	Anna Lee C. Iijima
France	blanc	sauvignon blanc	Roger Voss
France	blanc	alsace white blend	Anne Krebiehl MW
France	rosé	rosé	Roger Voss
France	rouge	malbec	Roger Voss
France	rouge	malbec-merlot	Roger Voss
France	blanc	rhône-style white blend	Joe Czerwinski
France	rosé	rosé	Roger Voss
France	blanc	muscat	Anne Krebiehl MW
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	pinot noir	Roger Voss
France	blanc	melon	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	rhône-style red blend	Anna Lee C. Iijima
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	rhône-style red blend	Anna Lee C. Iijima
France	rouge	red blend	Lauren Buzzeo
France	blanc	rhône-style white blend	Roger Voss
France	rosé	rosé	Roger Voss
France	blanc	chardonnay	Roger Voss
France	blanc	sparkling blend	Lauren Buzzeo
France	blanc	pinot gris	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	blanc	gewürztraminer	Anne Krebiehl MW
France	rouge	pinot noir	Roger Voss
France	blanc	riesling	Anne Krebiehl MW
France	rosé	rosé	Roger Voss
France	rosé	rosé	Roger Voss
France	rouge	pinot noir	Roger Voss
France	rouge	rhône-style red blend	Joe Czerwinski
France	blanc	jacquère	Roger Voss
France	blanc	sauvignon blanc	Roger Voss
France	blanc	chardonnay	Roger Voss
France	rouge	bordeaux-style red blend	Roger Voss
France	rouge	malbec	Roger Voss
